"","ppt_normals_1","ppt_normals_2","ppt_normals_3","ppt_normals_4","ppt_normals_5","ppt_normals_6","ppt_normals_7","ppt_normals_8","ppt_normals_9","ppt_normals_10","ppt_normals_11","ppt_normals_12"
"2704111",173.789993286133,167.639999389648,162.559997558594,141.119995117188,140.460006713867,153.399993896484,147.440002441406,152.740005493164,167.529998779297,132.940002441406,170.139999389648,169.110000610352
"2704132",191.929992675781,186.820007324219,178.75,156.009994506836,149.729995727539,159.419998168945,143.929992675781,145.949996948242,172.509994506836,141.320007324219,189.169998168945,185.759994506836
"6302205",133.970001220703,135.080001831055,135.039993286133,122.279998779297,141.429992675781,148.330001831055,132.889999389648,86.7799987792969,106.410003662109,80.0400009155273,111.330001831055,126.230003356934
"6303105",104.959999084473,107.400001525879,126.519996643066,122.699996948242,124.330001831055,138.070007324219,145.960006713867,131.839996337891,129.800003051758,98.5800018310547,110.089996337891,105.089996337891
"6303117",101.019996643066,109.379997253418,124.120002746582,126.050003051758,132.009994506836,151.75,151.199996948242,135.759994506836,143.119995117188,104.75,107.879997253418,100
"6390615",108.330001831055,112.029998779297,119.470001220703,101.379997253418,119.51000213623,131.589996337891,147.429992675781,129.850006103516,112.610000610352,62.7099990844727,90.1900024414062,103.300003051758
"6390627",102.449996948242,105.129997253418,113.860000610352,104.620002746582,122.589996337891,132.009994506836,142.380004882812,124.839996337891,106.540000915527,62.4500007629395,86.25,99.9499969482422
"6390644",101.98999786377,107.790000915527,115.930000305176,123.059997558594,130.850006103516,153.139999389648,155.009994506836,145.660003662109,118.870002746582,78.9199981689453,91.2399978637695,105.529998779297
"6390909",95.9400024414062,96.7699966430664,120.099998474121,104.339996337891,105.699996948242,106.360000610352,122.569999694824,109.470001220703,116.709999084473,89.9499969482422,98.620002746582,93.0400009155273
"6390944",94.4899978637695,100.269996643066,123.279998779297,105.669998168945,106.629997253418,105.889999389648,127.879997253418,109.230003356934,119.019996643066,93.5599975585938,98.4400024414062,94.8099975585938
"6391006",183.100006103516,168.309997558594,179.270004272461,150.800003051758,148.470001220703,159.479995727539,142.199996948242,155.380004882812,177.089996337891,144.100006103516,189.509994506836,186.070007324219
"6391028",183.979995727539,168.649993896484,180.619995117188,152.5,151.339996337891,163.020004272461,154.649993896484,166.339996337891,180.869995117188,146.389999389648,190.960006713867,189.479995727539
"6391108",195.279998779297,185.279998779297,168.860000610352,140.160003662109,155.789993286133,151.440002441406,139.839996337891,114.040000915527,135.360000610352,106.860000610352,176.360000610352,177.179992675781
"6391138",174.929992675781,178.619995117188,154.800003051758,127.75,153.740005493164,139.710006713867,133.460006713867,107.940002441406,129.5,89.2399978637695,152.149993896484,165.75
"8204206",103.790000915527,107.660003662109,104.769996643066,116.339996337891,118.540000915527,116.769996643066,169.639999389648,115.910003662109,88.2699966430664,68.8600006103516,89.4100036621094,104.430000305176
"8204219",94.1600036621094,93.0400009155273,88.6699981689453,100.650001525879,112.150001525879,103.709999084473,149.020004272461,112.150001525879,84.0500030517578,60.25,84.8399963378906,84.7600021362305
"8204240",94.1399993896484,96.370002746582,87.4800033569336,99.5,111.230003356934,110.529998779297,146.289993286133,126.099998474121,78.3399963378906,59.0299987792969,78.1399993896484,89.9100036621094
"8290243",173.729995727539,161.050003051758,149.669998168945,143.369995117188,156.029998779297,158.779998779297,159.039993286133,91.2600021362305,132.279998779297,106.980003356934,157.610000610352,158.860000610352
"8290339",149.919998168945,154.029998779297,163.300003051758,117.230003356934,127.449996948242,130.850006103516,145.029998779297,132.440002441406,143.460006713867,97.879997253418,147.259994506836,149.139999389648
"8290344",142.660003662109,147.820007324219,156.160003662109,114.919998168945,124.720001220703,128.869995117188,141.289993286133,130.910003662109,136.570007324219,92.3000030517578,137.690002441406,141.880004882812
"8890009",86.3000030517578,79.0999984741211,103.720001220703,102.459999084473,111.230003356934,103.900001525879,112.019996643066,96.2799987792969,120.360000610352,95.0899963378906,107.199996948242,91.4000015258789
"8890029",94.629997253418,84.5800018310547,106.629997253418,102.660003662109,117.550003051758,111.98999786377,110.129997253418,99.4300003051758,128.190002441406,99.4599990844727,108.389999389648,98.9800033569336
"8890223",83.120002746582,79.870002746582,111.199996948242,99.9199981689453,120.019996643066,106.720001220703,127.180000305176,107.769996643066,110.639999389648,98.7600021362305,102.51000213623,93.25
"8890236",77.370002746582,72.9499969482422,104.699996948242,92.4199981689453,103.400001525879,94.8899993896484,123.129997253418,92.1999969482422,101.970001220703,91.7399978637695,87.3300018310547,88.6399993896484
"8890517",80.9000015258789,78.6600036621094,99.7099990844727,97.2799987792969,111.5,115.779998779297,120.470001220703,98.6900024414062,97.129997253418,78.5299987792969,91.4300003051758,89.4800033569336
"8890538",90.1800003051758,88.0299987792969,113.069999694824,111.879997253418,121.900001525879,126.199996948242,136.490005493164,111.839996337891,109.839996337891,89.3099975585938,104.360000610352,100.150001525879
"8890721",90.4400024414062,88.9700012207031,103.029998779297,111.23999786377,131.850006103516,125.089996337891,147.259994506836,100.069999694824,156.130004882812,97.9400024414062,122.290000915527,102.449996948242
"8890745",91.8899993896484,78.3300018310547,98.5699996948242,95.3000030517578,140.789993286133,124.309997558594,145.589996337891,113.129997253418,166.110000610352,112.319999694824,121.860000610352,87.379997253418
"8892025",130.279998779297,117.879997253418,103.699996948242,111.169998168945,168.169998168945,115.819999694824,160.910003662109,110.309997558594,92.8399963378906,83.8899993896484,119.559997558594,120.430000305176
"8892036",119.480003356934,107.730003356934,98.5400009155273,109.220001220703,152.399993896484,113.819999694824,147.399993896484,107.699996948242,88.1900024414062,81.4800033569336,109.480003356934,113.949996948242
"8892112",82.8899993896484,79.7099990844727,119.169998168945,107.860000610352,131.119995117188,120.75,136.050003051758,105.23999786377,144.699996948242,103.690002441406,110.120002746582,96.1100006103516
"8892130",88.7699966430664,89.870002746582,109.919998168945,122.129997253418,147.710006713867,126.330001831055,154.339996337891,107.599998474121,160.679992675781,107.599998474121,125.069999694824,107.730003356934
