"140","164","2016-05-03 15:42:55","22","22"
"141","164","2016-05-03 18:36:08","19","20"
"142","69","2016-05-06 13:04:00","22","22"
"143","69","2016-05-06 13:15:41","19","20"
"144","69","2016-05-06 13:16:57","17","17"
"145","164","2016-05-07 21:45:29","16","20"
"146","158","2016-05-10 21:15:27","18","22"
"147","158","2016-05-10 21:29:09","13","21"
"148","167","2016-05-13 12:08:26","7","22"
"149","69","2016-05-17 15:34:17","15","17"
"150","75","2016-05-17 15:41:08","4","22"
"151","81","2016-05-17 15:47:04","2","22"
"152","159","2016-05-17 15:53:59","1","22"
"153","178","2016-05-20 09:24:39","18","22"
"154","180","2016-05-20 09:24:52","22","22"
"155","169","2016-05-20 09:25:21","17","22"
"156","177","2016-05-20 09:25:31","18","22"
"157","181","2016-05-20 09:26:22","22","22"
"158","182","2016-05-20 09:26:24","19","22"
"159","175","2016-05-20 09:26:59","22","22"
"160","169","2016-05-20 09:27:04","16","20"
"161","180","2016-05-20 09:27:18","18","19"
"162","178","2016-05-20 09:27:20","14","19"
"163","170","2016-05-20 09:27:28","21","22"
"164","181","2016-05-20 09:28:57","21","21"
"165","180","2016-05-20 09:30:13","17","17"
"166","181","2016-05-20 09:31:04","19","19"
"167","180","2016-05-20 09:31:23","17","17"
"168","177","2016-05-20 09:31:36","19","22"
"169","183","2016-05-20 09:31:37","22","22"
"170","181","2016-05-20 09:32:43","18","20"
"171","169","2016-05-20 09:33:45","15","19"
"172","183","2016-05-20 09:33:49","15","17"
"173","181","2016-05-20 09:34:32","19","19"
"174","178","2016-05-20 09:34:47","22","22"
"175","182","2016-05-20 09:35:02","14","19"
"176","176","2016-05-20 09:35:14","10","22"
"177","170","2016-05-20 09:35:20","23","23"
"178","173","2016-05-20 09:35:37","22","22"
"179","177","2016-05-20 09:35:48","14","17"
"180","183","2016-05-20 09:36:09","21","21"
"181","185","2016-05-20 09:36:34","19","22"
"182","183","2016-05-20 09:37:39","19","19"
"183","176","2016-05-20 09:38:29","22","22"
"184","173","2016-05-20 09:38:38","19","19"
"185","174","2016-05-20 09:38:41","16","22"
"186","177","2016-05-20 09:38:44","20","20"
"187","185","2016-05-20 09:39:27","13","17"
"188","181","2016-05-20 09:43:28","20","20"
"189","183","2016-05-20 09:44:15","17","18"
"190","180","2016-05-20 09:45:22","17","20"
"191","180","2016-05-20 09:46:50","18","20"
"192","183","2016-05-20 09:47:02","20","20"
"193","180","2016-05-20 09:47:48","17","17"
"194","183","2016-05-20 09:49:43","17","19"
"195","180","2016-05-20 09:49:53","18","18"
"196","175","2016-05-20 22:21:17","6","17"
"197","175","2016-05-20 22:22:54","21","21"
"198","175","2016-05-20 22:25:18","17","17"
"199","175","2016-05-20 22:27:57","17","22"
"200","175","2016-05-20 22:30:47","16","21"
"201","152","2016-05-28 03:53:38","22","22"
"202","152","2016-05-28 03:54:42","16","17"
"203","133","2016-06-17 14:21:27","22","22"
"204","129","2016-06-18 09:28:57","22","22"
"205","207","2016-06-18 09:29:00","22","22"
"206","206","2016-06-18 09:29:11","20","22"
"207","200","2016-06-18 09:29:40","22","22"
"208","197","2016-06-18 09:29:50","20","22"
"209","203","2016-06-18 09:30:00","22","22"
"210","198","2016-06-18 09:30:04","17","22"
"211","207","2016-06-18 09:30:38","13","17"
"212","204","2016-06-18 09:30:58","17","22"
