location,lat,long
2704132,34.972008,-83.46505
6302205,35.4416,-83.8522
6303117,36.090936,-81.810806
6390627,35.737317,-83.04095
6390644,35.7753,-82.9594
6390909,35.879491,-81.833108
6390944,35.919012,-81.804563
6391006,35.0275,-83.2122
6391028,35.0357,-83.1746
6391108,35.2041,-83.5848
8204206,36.288,-82.0659
8204219,36.2383,-82.0275
8290243,35.321954,-84.066109
8290339,35.628,-83.174
8290344,35.623,-83.1914
