"2","117","3","E","2015-01-01","2017-05-15","Devil's walkingstick","Tree died prior to 2017 surveys"
"3","8892356","4","B","2015-01-01","2016-01-01","Mapleleaf viburnum",NULL
"4","8892356","7","E","2015-01-01","2016-05-09","Sugar maple","Understory sapling had too few leaves, moved to beech"
"5","117","7","D","2015-01-01","2016-05-10","Tuliptree","branch died, moved to adjacent sweet gum"
"6","117","3","A","2015-01-01","2016-05-10","Devil's walkingstick","died, moved to persimmon"
